stop_id,time_interval,result
1310554,20,Verbal Warning
1310555,20,Citation
1310556,20,Citation
1310558,15,Citation
1310557,15,Citation
1310559,20,Citation
1310561,15,Citation
1310560,15,Citation
1310562,19,Searched
1310563,20,Verbal Warning
1310564,20,Verbal Warning
1310565,19,Citation
1310566,20,FI
1310567,21,Citation
1310568,21,Verbal Warning
1310569,21,Written Warning
1310570,21,Written Warning
1310571,21,Arrested
1310572,21,Citation
1310574,21,Citation
1310573,21,Written Warning
1310575,21,Verbal Warning
1310576,22,Written Warning
1310577,22,Citation
1310578,22,Citation
1310579,22,Verbal Warning
1310580,22,Citation
1310581,22,Verbal Warning
1310582,22,Citation
1310583,22,Searched
1310584,23,Written Warning
1310585,23,Citation
1310586,23,Citation
1310587,23,Written Warning
1310588,21,Citation
1310590,21,Citation
1310589,22,Citation
1310591,23,Citation
1310592,22,Citation
1310593,23,Citation
1310594,23,Arrested
1310595,21,Verbal Warning
1310596,23,Citation
1310597,00,FI
1310598,00,Verbal Warning
1310599,01,Verbal Warning
1310600,00,Arrested
1310601,01,Verbal Warning
1310602,01,Verbal Warning
1310603,02,Citation
1310604,01,Arrested
1310605,03,Citation
1310606,04,Verbal Warning
1310607,04,Citation
1310608,04,Written Warning
1310609,06,Citation
1310610,06,Citation
1310611,06,Verbal Warning
1310612,07,Verbal Warning
1310613,07,Citation
1310614,07,Citation
1310615,07,Citation
1310616,07,Citation
1310617,07,Citation
1310619,07,Verbal Warning
1310618,07,Citation
1310620,07,Citation
1310621,07,Citation
1310622,08,Citation
1310623,07,NULL
1310624,08,Citation
1310625,08,NULL
1310626,08,Verbal Warning
1310627,08,Searched
1310628,08,Verbal Warning
1310631,08,Citation
1310629,09,Citation
1310630,08,Citation
1310632,09,Verbal Warning
1310633,09,NULL
1310634,09,Verbal Warning
1310635,09,Citation
1310636,09,Citation
1310637,09,Citation
1310638,09,Verbal Warning
1310640,10,NULL
1310639,09,Citation
1310641,09,Citation
1310642,10,Citation
1310643,10,Verbal Warning
1310644,10,NULL
1310645,10,Verbal Warning
1310646,10,Verbal Warning
1310647,10,Verbal Warning
1310648,11,NULL
1310649,11,Verbal Warning
1310650,11,Written Warning
1310651,11,NULL
1310652,11,Citation
1310653,00,Citation
1310654,00,Written Warning
1310655,13,Citation
1310657,00,Citation
1310656,13,Verbal Warning
1310658,13,Citation
1310659,13,Citation
1310660,13,Citation
1310661,13,Written Warning
1310662,10,Citation
1310663,13,Citation
1310664,14,Verbal Warning
1310665,14,Citation
1310666,08,Citation
1310667,08,Written Warning
1310668,08,Citation
1310669,15,NULL
1310673,00,Citation
1310670,10,Citation
1310672,15,NULL
1310671,10,Citation
1310674,13,Citation
1310675,00,Citation
1310676,00,Citation
1310680,13,Citation
1310677,15,Written Warning
1310679,14,Citation
1310678,14,Citation
1310681,15,Verbal Warning
1310682,15,Verbal Warning
1310684,15,Citation
1310683,15,NULL
1310685,15,NULL
1310686,15,NULL
1310687,16,Verbal Warning
1310688,16,Verbal Warning
1310689,15,Citation
1310691,16,Verbal Warning
1310690,16,NULL
1310692,16,Citation
1310693,16,Verbal Warning
1310694,16,Citation
1310695,16,Other
1310696,16,Written Warning
1310697,17,Citation
1310698,16,NULL
1310699,05,NULL
1310700,16,NULL
1310701,17,NULL
1310702,17,Citation
1310704,18,FI
1310703,18,Searched
1310705,17,Citation
1310706,18,Citation
1310707,18,Verbal Warning
1310708,18,Citation
1310709,18,Citation
1310710,18,Written Warning
1310711,19,Citation
1310712,19,Verbal Warning
1310713,19,Verbal Warning
1310714,19,Verbal Warning
1310715,20,Verbal Warning
1310716,20,Citation
1310717,20,Verbal Warning
1310718,20,Verbal Warning
1310723,20,Verbal Warning
1310731,19,Citation
1310735,14,Citation
1310736,15,Citation
1310737,14,Citation
1310739,10,Citation
1310740,10,Citation
1310742,16,Citation
1310743,15,Citation
1310744,17,Citation
1310741,10,Written Warning
1310745,13,Citation
1310746,08,Searched
1310747,07,Citation
1310748,07,Citation
1310749,08,Citation
1310750,09,Searched
1310751,20,Citation
1310752,09,Citation
1310753,09,Citation
1310754,08,Citation
1310755,10,Citation
1310756,09,Citation
1310757,10,Citation
1310758,10,Citation
1310759,09,Citation
1310760,10,Citation
1310761,13,Citation
1310762,13,Citation
1310763,10,Citation
1310764,16,Searched
1310765,09,Citation
1310766,09,Citation
1310767,13,NULL
1310768,Searched,Citation
1310769,12,Citation
1310770,10,Citation
1310771,10,Citation
1310772,10,Citation
1310773,07,Citation
1310774,08,Citation
1310775,11,Citation
1310776,11,Citation
1310777,10,Citation
1310779,06,Citation
1310780,05,Citation
1310781,12,Citation
1310782,12,Citation
1310783,11,Citation
1310784,12,Citation
1310785,10,Citation
1310786,10,Citation
1310787,11,Written Warning
1310788,11,Citation
1310789,11,Citation
1310790,12,Citation
1310791,12,Citation
1310792,09,Citation
1310793,09,Written Warning
1310795,21,Verbal Warning
1310794,10,Citation
1310796,09,Citation
1310797,12,Citation
1310798,12,Citation
1310799,21,Citation
1310800,21,Verbal Warning
1310801,21,Verbal Warning
1310802,21,Written Warning
1310803,18,Citation
1310804,22,Arrested
1310806,17,NULL
1310805,18,NULL
1310807,22,Searched
1310808,18,NULL
1310809,22,Verbal Warning
1310810,22,Verbal Warning
1310811,22,Citation
1310812,22,Verbal Warning
1310813,23,Citation
1310814,23,Citation
1310815,23,Citation
1310816,00,Citation
1310817,23,Citation
1310818,23,Citation
1310819,23,Citation
1310820,00,Verbal Warning
1310821,23,Verbal Warning
1310823,00,Citation
1310822,00,NULL
1310824,23,Citation
1310825,00,Citation
1310826,01,Citation
1310827,01,Verbal Warning
1310828,01,Citation
1310829,21,Citation
1310831,21,Citation
1310830,21,Citation
1310832,22,Citation
1310833,23,Arrested
1310834,23,Citation
1310835,02,Citation
1310836,02,Verbal Warning
1310837,02,Citation
1310838,03,Citation
1310839,03,Citation
1310840,04,Verbal Warning
1310841,04,Searched
1310842,04,Citation
1310843,04,Verbal Warning
1310844,05,Citation
1310845,05,NULL
1310847,00,Verbal Warning
1310848,00,Citation
1310846,00,Citation
1310849,05,Citation
1310850,00,Verbal Warning
1310851,00,Citation
1310852,05,Citation
1310853,06,Citation
1310854,06,Written Warning
1310855,07,Verbal Warning
1310857,08,Written Warning
1310859,07,Citation
1310861,08,Written Warning
1310863,07,Citation
1310860,08,Written Warning
1310856,07,Citation
1310858,08,Citation
1310862,06,Citation
1310864,07,Written Warning
1310865,07,Verbal Warning
1310866,07,Written Warning
1310867,07,NULL
1310868,07,Verbal Warning
1310869,07,Citation
1310870,08,Citation
1310871,07,Citation
1310872,07,Citation
1310873,08,Citation
1310874,08,Citation
1310875,07,Citation
1310876,08,Citation
1310877,08,Verbal Warning
1310878,08,Verbal Warning
1310879,08,Citation
1310880,08,Citation
1310881,08,Citation
1310882,08,Citation
1310883,08,Citation
1310884,08,Citation
1310885,09,Written Warning
1310886,09,Citation
1310888,09,Citation
1310887,09,Citation
1310889,09,Written Warning
1310890,09,Verbal Warning
1310891,09,Verbal Warning
1310892,09,Written Warning
1310893,09,Written Warning
1310895,09,Verbal Warning
1310894,09,Citation
1310896,10,Verbal Warning
1310897,10,Citation
1310898,10,Citation
1310899,10,Citation
1310900,08,NULL
1310901,09,Searched
1310902,09,NULL
1310904,10,Citation
1310906,10,NULL
1310903,09,Citation
1310905,09,NULL
1310907,10,Citation
1310908,09,NULL
1310909,10,Citation
1310910,11,Citation
1310911,11,Verbal Warning
1310912,11,Verbal Warning
1310913,11,Citation
1310914,11,Citation
1310915,00,Citation
1310916,00,Written Warning
1310917,00,Citation
1310918,00,Citation
1310919,00,Citation
1310920,00,Citation
1310921,00,Verbal Warning
1310922,13,Verbal Warning
1310923,13,Citation
1310925,13,Citation
1310924,13,Verbal Warning
1310926,13,Citation
1310927,14,Citation
1310929,14,Searched
1310928,13,Citation
1310930,14,Citation
1310931,14,Verbal Warning
1310932,14,Verbal Warning
1310933,16,Citation
1310934,09,Citation
1310937,09,NULL
1310939,10,Citation
1310935,08,Citation
1310936,09,Citation
1310938,11,Other
1310940,10,Citation
1310942,11,Citation
1310941,10,Written Warning
1310943,07,Citation
1310944,13,Citation
1310945,15,NULL
1310946,14,Citation
1310947,15,NULL
1310948,15,Citation
1310949,15,Verbal Warning
1310950,15,Citation
1310951,15,Written Warning
1310952,15,NULL
1310953,15,NULL
1310954,15,Written Warning
1310955,15,Citation
1310956,15,Citation
1310957,15,NULL
1310958,15,Citation
1310959,16,Verbal Warning
1310960,15,Verbal Warning
1310961,16,Verbal Warning
1310962,16,NULL
1310963,16,Citation
1310964,16,Citation
1310965,16,Verbal Warning
1310966,16,Verbal Warning
1310967,16,Citation
1310968,16,Written Warning
1310969,16,Verbal Warning
1310970,16,NULL
1310972,16,Verbal Warning
1310971,16,NULL
1310973,16,Verbal Warning
1310974,16,Citation
1310975,16,Citation
1310976,16,Citation
1310977,16,NULL
1310979,16,Citation
1310980,17,Citation
1310978,17,Searched
1310981,16,Citation
1310982,17,Verbal Warning
1310983,17,Citation
1310984,15,Searched
1310985,17,Citation
1310986,17,Verbal Warning
1310988,16,Searched
1310987,16,Verbal Warning
1310989,17,FI
1310990,16,Verbal Warning
1310991,16,NULL
1310992,17,Citation
1310993,17,Citation
1310994,17,Citation
1310995,18,Verbal Warning
1310996,17,Citation
1310998,18,Citation
1310997,17,NULL
1310999,18,NULL
1311000,18,NULL
1311001,18,Verbal Warning
1311003,18,Citation
1311002,16,Citation
1311004,18,Verbal Warning
1311005,18,Searched
1311007,14,Citation
1311006,15,Citation
1311008,15,Citation
1311010,15,Citation
1311009,15,Citation
1311011,16,Citation
1311012,19,Verbal Warning
1311013,19,Verbal Warning
1311014,19,Verbal Warning
1311015,19,Searched
1311016,17,Citation
1311017,19,Citation
1311018,19,Verbal Warning
1311019,18,Citation
1311020,19,Verbal Warning
1311021,19,Verbal Warning
1311022,19,NULL
1311023,19,NULL
1311024,19,Citation
1311025,19,Verbal Warning
1311027,19,Verbal Warning
1311026,19,NULL
1311028,20,Verbal Warning
1311029,19,Citation
1311030,20,NULL
1311031,20,Searched
1311032,20,FI
1311033,19,Verbal Warning
1311034,20,NULL
1311035,20,Verbal Warning
1311036,20,Verbal Warning
1311037,19,Citation
1311038,20,Citation
1311049,20,NULL
1311050,23,Citation
1311051,19,Citation
1311052,21,Citation
1311053,01,Citation
1311054,01,Citation
1311055,02,Citation
1311056,01,Citation
1311057,01,Citation
1311058,01,Citation
1311059,21,Verbal Warning
1311060,22,Verbal Warning
1311061,23,Citation
1311062,01,Citation
1311063,00,Verbal Warning
1311064,00,Citation
1311065,21,Verbal Warning
1311066,00,Citation
1311067,10,Citation
1311068,09,Citation
1311069,09,Citation
1311070,08,Citation
1311071,08,Citation
1311072,08,Citation
1311073,08,Citation
1311074,10,Citation
1311075,12,Citation
1311076,11,Citation
1311078,12,Citation
1311079,11,Citation
1311080,22,Citation
1311081,00,Citation
1311082,22,Citation
1311083,20,Written Warning
1311084,21,Citation
1311085,12,Citation
1311086,10,Citation
1311087,01,Citation
1311088,21,NULL
1311089,09,Citation
1311090,21,NULL
1311091,09,Citation
1311092,08,Citation
1311093,08,Citation
1311094,10,Citation
1311095,09,Citation
1311096,08,Searched
1311099,21,Verbal Warning
1311098,21,Verbal Warning
1311097,08,Citation
1311100,10,Citation
1311101,09,Citation
1311103,21,Verbal Warning
1311102,00,Citation
1311104,02,Citation
1311105,08,Citation
1311106,09,Citation
1311107,09,Citation
1311108,09,Citation
1311109,08,Citation
1311110,08,Citation
1311112,21,Verbal Warning
1311111,08,Citation
1311113,07,Citation
1311114,07,Citation
1311116,21,Verbal Warning
1311115,09,NULL
1311117,09,Citation
1311118,13,Citation
1311119,12,Citation
1311120,10,Citation
1311121,10,Citation
1311122,10,Citation
1311123,10,Citation
1311124,10,Citation
1311125,04,Written Warning
1311126,09,Citation
1311127,09,Citation
1311128,09,Citation
1311129,14,Citation
1311130,14,Citation
1311131,01,Citation
1311132,13,Citation
1311133,13,Written Warning
1311134,13,Citation
1311135,12,Citation
1311136,11,Written Warning
1311137,22,Verbal Warning
1311138,11,Citation
1311139,10,Citation
1311140,09,Citation
1311141,01,Citation
1311142,12,Citation
1311143,13,Citation
1311144,14,Citation
1311145,13,Citation
1311146,13,Citation
1311147,12,Citation
1311148,10,Citation
1311149,10,Citation
1311150,10,Citation
1311151,12,Citation
1311152,13,Citation
1311153,00,Citation
1311154,14,Citation
1311155,10,Written Warning
1311156,05,Citation
1311157,08,Citation
1311158,09,Citation
1311159,09,Citation
1311160,09,Citation
1311161,10,Citation
1311162,10,Citation
1311163,11,Citation
1311164,09,Citation
1311165,09,Citation
1311166,08,Citation
1311167,21,Searched
1311168,08,Written Warning
1311169,01,Citation
1311171,22,Citation
1311170,13,Citation
1311172,13,Citation
1311173,01,Citation
1311174,10,Citation
1311175,10,Citation
1311176,22,Verbal Warning
1311177,10,Citation
1311178,10,Citation
1311179,10,Citation
1311180,09,Citation
1311181,08,Citation
1311182,09,Citation
1311183,00,Citation
1311184,19,Citation
1311185,08,Citation
1311186,09,Written Warning
1311187,13,Citation
1311188,12,Citation
1311189,12,Citation
1311190,10,Citation
1311191,09,Citation
1311192,09,Citation
1311193,22,Citation
1311194,09,Written Warning
1311195,14,Citation
1311196,13,Citation
1311197,14,Written Warning
1311198,13,Citation
1311199,15,Citation
1311200,12,Citation
1311201,11,Citation
1311202,10,Citation
1311203,10,Citation
1311204,22,Verbal Warning
1311205,19,Arrested
1311206,10,Written Warning
1311207,08,Citation
1311208,09,NULL
1311209,09,Citation
1311210,19,Citation
1311211,14,Citation
1311212,08,Citation
1311213,08,Citation
1311215,07,Citation
1311216,12,Citation
1311217,12,Written Warning
1311218,13,Citation
1311219,14,Citation
1311220,15,Citation
1311221,11,Written Warning
1311222,10,Citation
1311223,10,Citation
1311224,10,Written Warning
1311225,10,Written Warning
1311226,09,Citation
1311227,09,Citation
1311228,09,Citation
1311229,09,Citation
1311230,09,Citation
1311231,09,Citation
1311233,10,Citation
1311234,10,Citation
1311235,10,Citation
1311236,10,Citation
1311237,01,Citation
1311238,13,Citation
1311239,13,Citation
1311240,13,Citation
1311241,11,Citation
1311242,10,Citation
1311243,08,Citation
1311244,08,Citation
1311245,08,Citation
1311246,13,Citation
1311247,13,Citation
1311248,12,Citation
1311249,12,Citation
1311251,23,Citation
1311250,11,Citation
1311252,10,Citation
1311253,15,Citation
1311254,10,Citation
1311255,10,Citation
1311256,09,Citation
1311257,09,Citation
1311258,13,Citation
1311259,12,Citation
1311260,12,Citation
1311261,23,Verbal Warning
1311262,10,Citation
1311263,10,Citation
1311264,10,Written Warning
1311265,13,Citation
1311266,07,Written Warning
1311267,14,Citation
1311268,13,Citation
1311269,13,Citation
1311270,10,Citation
1311271,12,Citation
1311272,01,Written Warning
1311273,10,Citation
1311274,00,Citation
1311275,11,Citation
1311276,01,Citation
1311277,09,Written Warning
1311278,23,Verbal Warning
1311279,09,Written Warning
1311280,10,Citation
1311281,10,Written Warning
1311282,10,Citation
1311284,23,Verbal Warning
1311283,00,Citation
1311286,09,Citation
1311287,09,Citation
1311288,09,Citation
1311289,09,Citation
1311291,10,Citation
1311292,09,Citation
1311293,12,Citation
1311294,10,Citation
1311295,10,Citation
1311296,10,Citation
1311298,23,Citation
1311297,09,Written Warning
1311299,09,Citation
1311300,09,Citation
1311302,08,Citation
1311304,00,Written Warning
1311305,14,Citation
1311306,14,Written Warning
1311307,13,Citation
1311308,13,Written Warning
1311309,12,Written Warning
1311310,09,Citation
1311311,08,Citation
1311312,01,Citation
1311313,13,Citation
1311314,10,Citation
1311315,11,Citation
1311316,11,Citation
1311317,10,Written Warning
1311318,10,Searched
1311319,10,Citation
1311321,09,Citation
1311324,08,Citation
1311325,03,Citation
1311326,08,Citation
1311327,10,Citation
1311328,00,Citation
1311329,13,Verbal Warning
1311330,14,Citation
1311331,14,Citation
1311332,13,Citation
1311333,13,Citation
1311334,13,Citation
1311335,01,Citation
1311336,12,Citation
1311337,12,Citation
1311338,12,NULL
1311339,10,Written Warning
1311340,01,Written Warning
1311341,10,Citation
1311342,10,Citation
1311343,00,Verbal Warning
1311344,00,Verbal Warning
1311345,00,Citation
1311346,00,Citation
1311347,00,Verbal Warning
1311348,00,Citation
1311349,00,Written Warning
1311350,01,Verbal Warning
1311351,00,Citation
1311352,01,Written Warning
1311353,01,Verbal Warning
1311354,01,Citation
1311355,20,Arrested
1311356,02,Citation
1311357,02,Citation
1311359,17,Citation
1311358,17,Citation
1311360,23,Verbal Warning
1311361,17,Citation
1311362,01,Citation
1311363,02,Written Warning
1311364,22,Citation
1311365,04,Verbal Warning
1311366,03,Arrested
1311367,05,Verbal Warning
1311368,02,Verbal Warning
1311369,02,Arrested
1311373,14,Citation
1311375,06,Citation
1311377,13,Citation
1311371,13,Citation
1311370,14,Citation
1311372,06,Citation
1311374,06,Citation
1311376,13,Citation
1311378,07,Citation
1311379,07,Citation
1311381,07,Citation
1311380,07,Citation
1311383,07,Citation
1311382,07,Citation
1311384,07,Citation
1311385,07,Citation
1311386,07,Citation
1311388,07,Citation
1311387,07,Citation
1311390,07,Citation
1311389,07,Citation
1311391,07,Citation
1311392,07,Citation
1311394,07,Citation
1311393,07,Citation
1311395,07,Citation
1311396,07,Citation
1311397,07,Citation
1311399,07,Verbal Warning
1311398,07,Citation
1311400,07,Citation
1311401,09,Citation
1311402,07,Written Warning
1311403,10,Citation
1311404,09,Citation
1311405,07,Citation
1311406,07,Citation
1311407,07,Citation
1311408,07,Searched
1311410,08,FI
1311409,08,Verbal Warning
1311411,06,NULL
1311412,08,Citation
1311413,08,Citation
1311414,08,Verbal Warning
1311415,08,NULL
1311416,08,Verbal Warning
1311417,08,Citation
1311418,08,Citation
1311419,08,NULL
1311420,09,Verbal Warning
1311421,09,Verbal Warning
1311422,08,Citation
1311423,09,Citation
1311424,09,Citation
1311426,09,Citation
1311425,07,Searched
1311427,09,Citation
1311428,09,Citation
1311429,08,Citation
1311430,10,Verbal Warning
1311431,10,Verbal Warning
1311432,10,Citation
1311433,10,Written Warning
1311434,10,Verbal Warning
1311435,10,Citation
1311436,10,Citation
1311437,10,NULL
1311438,10,Citation
1311439,09,Citation
1311440,10,Searched
1311441,11,Verbal Warning
1311443,09,Searched
1311444,10,Written Warning
1311442,08,Searched
1311445,00,Verbal Warning
1311446,00,Verbal Warning
1311447,00,Citation
1311448,00,Verbal Warning
1311449,00,Verbal Warning
1311450,13,Verbal Warning
1311451,13,Citation
1311452,13,Citation
1311453,14,NULL
1311454,14,Verbal Warning
1311455,14,Citation
1311456,15,Verbal Warning
1311458,09,Written Warning
1311457,15,Verbal Warning
1311459,15,Citation
1311461,10,Written Warning
1311463,10,Written Warning
1311460,10,Citation
1311462,15,Written Warning
1311464,11,Citation
1311467,00,Written Warning
1311465,00,Citation
1311466,00,Written Warning
1311469,15,Other
1311468,15,Written Warning
1311470,15,Citation
1311471,15,Citation
1311472,15,Citation
1311473,15,Written Warning
1311475,15,Citation
1311474,16,Verbal Warning
1311476,15,Citation
1311477,16,Verbal Warning
1311478,15,Searched
1311479,16,Citation
1311481,16,Verbal Warning
1311480,16,Searched
1311482,16,Citation
1311483,16,Verbal Warning
1311484,16,Verbal Warning
1311485,16,Citation
1311486,16,Citation
1311487,16,Verbal Warning
1311488,16,Verbal Warning
1311489,16,Citation
1311490,16,Citation
1311491,16,Citation
1311492,17,Searched
1311494,17,Verbal Warning
1311493,17,FI
1311495,17,FI
1311496,17,NULL
1311497,17,Verbal Warning
1311498,17,Citation
1311499,17,Verbal Warning
1311500,17,Verbal Warning
1311501,17,Searched
1311502,17,Verbal Warning
1311503,17,Verbal Warning
1311504,09,Citation
1311505,15,Citation
1311506,10,Citation
1311507,13,Citation
1311508,14,Citation
1311509,13,Citation
1311510,13,Citation
1311511,13,Citation
1311512,13,Citation
1311513,12,Citation
1311514,12,Citation
1311515,08,Citation
1311516,10,Citation
1311517,13,Written Warning
1311518,13,Written Warning
1311519,09,Citation
1311520,09,Citation
1311521,09,Citation
1311522,09,Citation
1311523,18,Verbal Warning
1311524,10,Citation
1311525,12,Citation
1311526,12,Citation
1311527,13,Citation
1311528,14,Citation
1311529,14,Citation
1311530,13,Citation
1311531,13,Written Warning
1311532,10,Citation
1311533,09,Citation
1311534,08,Citation
1311535,13,Citation
1311536,14,Citation
1311537,18,Citation
1311538,14,Citation
1311539,18,NULL
1311540,14,Citation
1311541,13,Citation
1311543,15,Citation
1311542,15,Citation
1311544,13,Citation
1311546,16,Citation
1311545,18,Citation
1311547,15,Citation
1311548,16,Citation
1311549,13,Citation
1311550,13,Citation
1311553,17,Citation
1311552,16,Citation
1311551,11,Citation
1311554,10,Citation
1311555,11,Citation
1311556,11,Citation
1311557,10,Citation
1311558,10,Citation
1311559,11,Citation
1311560,01,Citation
1311561,11,Citation
1311563,18,Citation
1311564,18,NULL
1311562,13,Citation
1311565,15,Citation
1311566,15,Citation
1311567,15,Citation
1311568,14,Citation
1311569,14,Citation
1311570,13,Citation
1311571,14,Citation
1311572,14,Citation
1311573,14,Citation
1311574,14,Citation
1311575,11,Citation
1311576,11,Citation
1311577,10,Citation
1311578,10,Citation
1311579,10,Citation
1311580,11,Citation
1311581,01,Citation
1311582,11,Citation
1311583,11,Citation
1311584,10,Citation
1311585,07,Citation
1311586,08,Citation
1311587,08,Citation
1311588,08,Citation
1311589,08,Citation
1311590,10,Verbal Warning
1311591,10,Written Warning
1311592,10,Citation
1311593,10,Citation
1311594,10,Citation
1311595,18,Citation
1311596,17,Arrested
1311597,11,Citation
1311598,14,Citation
1311601,19,Citation
1311600,19,Verbal Warning
1311599,05,Citation
1311602,13,NULL
1311603,13,Citation
1311604,13,Citation
1311605,12,Verbal Warning
1311606,19,Citation
1311607,13,Written Warning
1311608,13,Written Warning
1311609,13,Citation
1311610,13,Written Warning
1311611,14,Citation
1311612,12,Citation
1311613,13,Citation
1311614,19,Verbal Warning
1311615,07,Citation
1311616,10,Written Warning
1311617,18,Citation
1311618,19,Verbal Warning
1311619,01,Searched
1311620,19,Citation
1311621,14,Searched
1311622,14,Written Warning
1311623,15,Citation
1311624,15,Citation
1311625,10,Citation
1311626,10,Citation
1311627,09,Citation
1311628,19,Verbal Warning
1311629,09,Citation
1311630,16,Citation
1311631,19,Verbal Warning
1311632,11,Searched
1311633,19,NULL
1311634,18,Verbal Warning
1311635,20,NULL
1311636,20,Verbal Warning
1311638,20,Verbal Warning
1311637,20,NULL
1311639,20,NULL
1311640,20,NULL
1311641,20,Verbal Warning
1311642,20,Verbal Warning
1311643,20,NULL
1311644,21,Citation
1311645,14,Citation
1311646,21,Verbal Warning
1311647,10,Verbal Warning
1311648,21,Citation
1311649,21,Verbal Warning
1311650,21,Verbal Warning
1311651,21,Citation
1311652,21,Verbal Warning
1311654,20,NULL
1311653,21,NULL
1311655,22,Verbal Warning
1311656,22,Citation
1311657,22,Citation
1311658,22,Verbal Warning
1311659,22,Verbal Warning
1311660,22,Citation
1311662,18,NULL
1311661,22,Citation
1311663,22,Verbal Warning
1311665,23,Verbal Warning
1311664,23,Arrested
1311666,21,Arrested
1311667,23,Citation
1311668,23,Verbal Warning
1311669,23,FI
1311670,23,Verbal Warning
1311671,23,Verbal Warning
1311672,23,Verbal Warning
1311673,23,Searched
1311674,00,Citation
1311675,00,Citation
1311676,00,NULL
1311677,00,Verbal Warning
1311678,01,Verbal Warning
1311679,00,Searched
1311681,01,Written Warning
1311680,00,Arrested
1311682,02,Verbal Warning
1311683,02,Citation
1311684,02,Citation
1311685,02,Citation
1311686,04,Verbal Warning
1311687,07,Citation
1311688,07,Citation
1311690,14,Citation
1311692,13,Citation
1311694,13,Citation
1311698,06,Citation
1311699,14,Citation
1311689,13,Citation
1311696,06,Citation
1311691,14,Citation
1311693,13,Citation
1311695,13,Citation
1311697,13,Citation
1311700,09,Citation
1311702,09,Citation
1311701,08,NULL
1311703,09,Citation
1311704,09,Citation
1311706,10,Citation
1311708,10,Citation
1311707,05,Citation
1311705,10,Citation
1311709,10,Citation
1311711,10,Citation
1311710,10,Citation
1311712,11,Citation
1311713,13,Citation
1311715,11,Written Warning
1311714,11,Citation
1311716,13,Citation
1311717,13,Citation
1311718,14,Citation
1311719,14,Citation
1311720,06,Verbal Warning
1311721,20,NULL
1311722,07,Searched
1311723,07,Citation
1311724,07,NULL
1311725,08,Citation
1311726,08,Searched
1311727,08,Verbal Warning
1311728,09,Citation
1311730,09,Verbal Warning
1311729,09,Citation
1311731,09,Written Warning
1311732,08,NULL
1311733,09,NULL
1311734,09,Citation
1311735,09,Verbal Warning
1311736,10,NULL
1311737,10,Citation
1311738,10,NULL
1311739,11,Verbal Warning
1311740,11,Verbal Warning
1311741,11,Searched
1311742,11,NULL
1311743,00,Written Warning
1311745,11,Searched
1311744,00,Citation
1311746,00,Written Warning
1311747,07,Verbal Warning
1311748,13,Searched
1311749,13,Arrested
1311750,08,Citation
1311753,08,Citation
1311757,09,Citation
1311755,09,Citation
1311751,07,Citation
1311752,07,Citation
1311754,08,Citation
1311756,07,Citation
1311758,10,Citation
1311760,09,Verbal Warning
1311759,10,Citation
1311761,00,Citation
1311763,13,Citation
1311762,08,Written Warning
1311764,13,Citation
1311765,13,Verbal Warning
1311766,14,Citation
1311767,14,Verbal Warning
1311768,14,Verbal Warning
1311769,14,Verbal Warning
1311770,00,NULL
1311771,14,Citation
1311772,15,Verbal Warning
1311773,14,Verbal Warning
1311774,15,Verbal Warning
1311775,15,Verbal Warning
1311776,15,Written Warning
1311777,15,Citation
1311778,15,Citation
1311779,15,Arrested
1311780,15,Searched
1311781,16,Citation
1311782,16,Verbal Warning
1311783,15,Verbal Warning
1311784,15,Arrested
1311785,16,Citation
1311786,16,Citation
1311787,16,Verbal Warning
1311788,14,Arrested
1311790,16,Verbal Warning
1311789,16,Citation
1311791,16,Citation
1311792,16,Written Warning
1311793,16,Citation
1311794,16,Citation
1311795,17,Citation
1311796,16,Written Warning
1311797,17,Verbal Warning
1311798,16,Citation
1311799,16,Citation
1311800,17,Citation
1311801,17,Verbal Warning
1311802,17,Citation
1311803,17,Searched
1311804,17,Citation
1311805,17,Verbal Warning
1311806,17,Citation
1311807,17,Citation
1311808,17,Citation
1311809,17,Citation
1311811,18,Written Warning
1311810,18,Verbal Warning
1311812,18,Citation
1311813,18,Verbal Warning
1311814,18,Citation
1311815,18,Verbal Warning
1311816,18,Verbal Warning
1311817,18,Verbal Warning
1311818,18,Citation
1311819,18,Verbal Warning
1311820,18,Verbal Warning
1311821,18,Written Warning
1311822,19,Written Warning
1311823,19,NULL
1311824,19,FI
1311825,19,NULL
1311826,19,Verbal Warning
1311827,19,Written Warning
1311828,19,Citation
1311829,19,NULL
1311831,16,NULL
1311832,19,Verbal Warning
1311835,16,NULL
1311830,19,Searched
1311833,19,Written Warning
1311834,19,Searched
1311837,19,Verbal Warning
1311836,16,NULL
1311839,17,NULL
1311838,19,NULL
1311840,19,Verbal Warning
1311842,17,NULL
1311841,17,NULL
1311843,19,Verbal Warning
1311844,19,Verbal Warning
1311845,19,NULL
1311846,20,Verbal Warning
1311847,20,Verbal Warning
1311848,20,Verbal Warning
1311849,20,NULL
1311850,20,Searched
1311851,20,Citation
1311852,21,Verbal Warning
1311854,21,Citation
1311853,20,NULL
1311855,21,Verbal Warning
1311856,21,Verbal Warning
1311857,21,Citation
1311858,21,Citation
1311860,21,Verbal Warning
1311859,22,Verbal Warning
1311861,20,Verbal Warning
1311863,22,Verbal Warning
1311862,21,Citation
1311864,22,Citation
1311865,22,Verbal Warning
1311866,22,Verbal Warning
1311867,22,Verbal Warning
1311868,22,Written Warning
1311869,22,NULL
1311870,22,Verbal Warning
1311871,22,Verbal Warning
1311872,22,Citation
